ingredient_name,skin_type,concerns,label,label_int,confidence,reason,sensitivity_score,breadth_score,category
Tetrahexyldecyl Ascorbate,Oily,"['Acne', 'Enlarged Pores']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,1,5,Vitamin C
Zinc,Oily,"['Acne', 'Enlarged Pores']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,4,Mineral
Yerba Mate Extract,Oily,"['Acne', 'Enlarged Pores']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Yeast Amino Acids,Oily,"['Acne', 'Enlarged Pores']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Probiotic/Ferment
Willow Herb Extract,Oily,"['Acne', 'Enlarged Pores']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Willow Bark Extract,Oily,"['Acne', 'Enlarged Pores']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,2,6,Plant Extract
Wild Cherry Extract,Oily,"['Acne', 'Enlarged Pores']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
White Tea,Oily,"['Acne', 'Enlarged Pores']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Vitamin K1,Oily,"['Acne', 'Enlarged Pores']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,1,Vitamin
Vitamin E,Oily,"['Acne', 'Enlarged Pores']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Vitamin
Vitamin C,Oily,"['Acne', 'Enlarged Pores']",poor fit,2,4,"High combined irritancy score (4): category=Vitamin C, sensitivity=3, desc signals=0",3,5,Vitamin C
Vitamin B5,Oily,"['Acne', 'Enlarged Pores']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,5,Vitamin
Vitamin A,Oily,"['Acne', 'Enlarged Pores']",poor fit,2,4,"High combined irritancy score (7): category=Retinoid, sensitivity=3, desc signals=1",3,9,Retinoid
Vibrio Alginolyticus Ferment Filtrate,Oily,"['Acne', 'Enlarged Pores']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Probiotic/Ferment
Tea Tree Oil,Oily,"['Acne', 'Enlarged Pores']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,2,Lipid/Oil
Zinc Sulfate,Oily,"['Acne', 'Enlarged Pores']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Mineral
Zinc PCA,Oily,"['Acne', 'Enlarged Pores']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Mineral
Neoglucosamine,Oily,"['Acne', 'Enlarged Pores']",good fit,0,3,Addresses 1 concern(s); low irritancy,1,8,Other
Taurine,Oily,"['Acne', 'Enlarged Pores']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Amino Acid
Sodium Ascorbyl Phosphate,Oily,"['Acne', 'Enlarged Pores']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,1,5,Vitamin C
Alpha-Glucan Oligosaccharide,Oily,"['Acne', 'Blackheads']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Other
Aloe Vera,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,4,Other
Allantoin,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Other
Algin,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Algae Extract,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Marine/Algae
Algae Exopolysaccharides,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Marine/Algae
Alaria Esculenta Extract,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Alanine,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Amino Acid
Ahnfeltia Concinna Extract,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Adenosine,Oily,"['Acne', 'Blackheads']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,7,Other
Acetyl Tyrosinamide,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Acetyl Tetrapeptide,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Acetyl Glucosamine,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,7,Other
Acetylarginyltryptophyl Diphenylglycine,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Amino Acid
Acai Extract,Oily,"['Acne', 'Blackheads']",possible irritation,1,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,0,Plant Extract
Ascorbic Acid,Oily,"['Acne', 'Blackheads']",poor fit,2,4,"High combined irritancy score (7): category=Vitamin C, sensitivity=3, desc signals=3",3,5,Vitamin C
Ascophyllum Nodosum Extract,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Arginine PCA,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Amino Acid
Arginine/Lysine Polypeptide,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Arginine HCL,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Amino Acid
Arginine,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Amino Acid
Argan Oil,Oily,"['Acne', 'Blackheads']",possible irritation,1,4,Flagged in avoid list for Oily skin; ingredient is relatively mild,1,3,Lipid/Oil
Arbutin,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,1,2,Other
Aquagenium,Oily,"['Acne', 'Blackheads']",possible irritation,1,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,2,Other
Apple Stem Cells,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Apple Polyphenols,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Other
Apple Extract,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Anti-Ageing Peptides,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Amino Acids,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,5,Amino Acid
Alteromonas Ferment Extract,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Probiotic/Ferment
Bifida Ferment Lysate,Oily,"['Acne', 'Blackheads']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Probiotic/Ferment
Beta Glucan,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,5,Other
Bakuchiol,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Azelaoyl Bis-Dipeptide,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,1,3,Peptide
Azelaic Acid,Oily,"['Acne', 'Blackheads']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,1,8,Other
Avocado Oil,Oily,"['Acne', 'Blackheads']",possible irritation,1,4,Flagged in avoid list for Oily skin; ingredient is relatively mild,1,3,Lipid/Oil
Avocado Ferment,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Probiotic/Ferment
Avene Thermal Water,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,5,Plant Extract
Asparagopsis Armata Extract,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Ascorbyl Palmitate,Oily,"['Acne', 'Blackheads']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,1,1,Vitamin C
Ascorbyl Glucoside,Oily,"['Acne', 'Blackheads']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,1,5,Vitamin C
Caffeine,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Caffeic Acid,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Cabbage Leaf Extract,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Butyl Methoxydibenzoylmethane,Oily,"['Acne', 'Blackheads']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Blue Mallow Extract,Oily,"['Acne', 'Blackheads']",possible irritation,1,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,0,Plant Extract
Blue Lotus Extract,Oily,"['Acne', 'Blackheads']",possible irritation,1,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,0,Plant Extract
Blueberry Extract,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Bilberry Extract,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Oily,"['Acne', 'Blackheads']",poor fit,2,4,"High combined irritancy score (5): category=UV Filter, sensitivity=2, desc signals=1",2,1,UV Filter
Bisabolol,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,5,Other
Bio-Active Glucosides,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,1,Other
Chondrus Crispus,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Cholesterol,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Chlorophyll,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Other
Chlorella Vulgaris Extract,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Chamomile Extract,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,2,Plant Extract
Chlorella Protothecoides Oil,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Lipid/Oil
Ceramides,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,5,Ceramide
Chlorella Protothecoides,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Chemical UV Filters,Oily,"['Acne', 'Blackheads']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Oily skin,1,1,UV Filter
Caprooyl Sphingosine,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Ceramide
Centella Asiatica,Oily,"['Acne', 'Blackheads']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,5,Other
Carnosine,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Other
Caprooyl Phytosphingosine,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Ceramide
Ectoin,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,2,Other
Dunaliella Salina (Green Algae) Extract,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Marine/Algae
Dioic Acid,Oily,"['Acne', 'Blackheads']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Other
Cucumber Extract,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Dipeptide Diaminobutyroyl Benzylamide Diacetate,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,3,Peptide
Dipeptide,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Copper Peptide,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Copper Palmitoyl Heptapeptide,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Copper Heptapeptide-14 Pantothenate,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Coffee Seed Extract,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Citric Acid,Oily,"['Acne', 'Blackheads']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Oily skin,0,4,AHA
Cinnamon Bark,Oily,"['Acne', 'Blackheads']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Other
Fomes Ofﬁcinalis (Mushroom) Extract,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Ginkgo Biloba,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Fructooligosaccharides,Oily,"['Acne', 'Blackheads']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Other
Feverfew Extract,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Ferulic Acid,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Vitamin
Ethylhexyl Triazone,Oily,"['Acne', 'Blackheads']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Ferric Hexapeptide,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Fernblock,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Other
Evening Primrose Oil,Oily,"['Acne', 'Blackheads']",possible irritation,1,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,2,Lipid/Oil
Essential Lipids,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,5,Other
Endothelyol,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,1,Other
Ethylhexyl Salicylate,Oily,"['Acne', 'Blackheads']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,2,1,Other
Ethyl Ascorbic Acid,Oily,"['Acne', 'Blackheads']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,1,4,Vitamin C
Green Tea,Oily,"['Acne', 'Blackheads']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,2,Other
Glycosphingolipids,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Ceramide
Glycoproteins,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Other
Glycolipids,Oily,"['Acne', 'Blackheads']",possible irritation,1,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,2,Other
Golden-Eye Grass Complex,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Other
Glycolic Acid,Oily,"['Acne', 'Blackheads']",poor fit,2,4,"High combined irritancy score (6): category=AHA, sensitivity=2, desc signals=2",2,8,AHA
Glycine,Oily,"['Acne', 'Blackheads']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,5,Amino Acid
